id,det_A,rank_F2_A,v2_detA
4091,56900,6,2
4092,-11952,6,4
4093,-20728,6,3
4094,234808,6,3
4095,416,6,5
4096,10128,5,4
4097,-8064,4,7
4098,-41872,5,4
4099,57900,6,2
4100,24768,5,6
4101,-92232,6,3
4102,-16648,6,3
4103,-153264,5,4
4104,-3088,6,4
4105,-170856,6,3
4106,-119524,6,2
4107,-46848,5,8
4108,-78496,6,5
4109,123264,5,7
4110,84248,6,3
4111,0,6,inf
4112,-15028,6,2
4113,7024,5,4
4114,25728,5,7
4115,75504,5,4
4116,137968,5,4
4117,84376,6,3
4118,39848,5,3
4119,23628,6,2
4120,44004,6,2
4121,1488,5,4
4122,25728,4,7
4123,-23200,5,5
4124,5504,5,7
4125,82944,5,10
4126,125552,5,4
4127,134048,5,5
4128,22912,4,7
4129,-24220,6,2
4130,192,5,6
4131,-49112,5,3
4132,-46760,6,3
4133,-19976,5,3
4134,22824,5,3
4135,-104896,5,6
4136,-10776,6,3
4137,93296,5,4
4138,-21120,6,7
4139,42504,6,3
4140,-86464,5,6
4141,44380,6,2
4142,165960,6,3
4143,3200,5,7
4144,-78328,6,3
4145,-19248,5,4
4146,-23104,6,6
4147,-32368,6,4
4148,-31136,4,5
4149,6000,5,4
4150,-60128,5,5
4151,268304,5,4
4152,-18192,5,4
4153,20160,5,6
4154,40576,5,7
4155,104944,5,4
4156,-83100,6,2
4157,-7328,6,5
4158,-39464,6,3
4159,2448,5,4
4160,-26344,5,3
4161,-21376,6,7
4162,12192,5,5
4163,28872,6,3
4164,117992,6,3
4165,-74664,5,3
4166,-47728,5,4
4167,55368,5,3
4168,-40392,5,3
4169,-16704,6,6
4170,3680,5,5
4171,56576,5,8
4172,-83232,4,5
4173,-24864,5,5
4174,-131008,6,6
4175,167168,5,8
4176,9720,6,3
4177,35056,5,4
4178,-104832,4,7
4179,131264,5,6
4180,-43776,5,8
4181,17776,6,4
4182,-35808,5,5
4183,5752,5,3
4184,-35808,6,5
4185,153224,6,3
4186,-175872,5,8
4187,25800,6,3
4188,-41352,5,3
4189,272480,5,5
4190,-68944,5,4
4191,56776,6,3
4192,-13280,5,5
4193,56448,4,7
4194,-54912,4,7
4195,15272,6,3
4196,-66336,5,5
4197,5624,5,3
4198,-56384,6,6
4199,-1144,6,3
4200,-38160,5,4
4201,17280,5,7
4202,125608,6,3
4203,-98640,5,4
4204,63664,5,4
4205,43848,6,3
4206,172096,5,6
4207,69680,5,4
4208,68696,6,3
4209,-53024,6,5
4210,-7176,6,3
4211,-33076,6,2
4212,35376,5,4
4213,47808,5,6
4214,-4728,5,3
4215,-6480,5,4
4216,11680,5,5
4217,113344,4,6
4218,-59768,5,3
4219,7936,6,8
4220,-133104,5,4
4221,-29296,4,4
4222,4480,5,7
4223,-5856,4,5
4224,-22848,5,6
4225,-2600,6,3
4226,-139976,6,3
4227,4584,6,3
4228,8448,5,8
4229,-66760,5,3
4230,-10752,4,9
4231,-30720,5,11
4232,45568,6,9
4233,14208,4,7
4234,73592,6,3
4235,-3260,6,2
4236,3872,5,5
4237,13240,6,3
4238,9656,5,3
4239,-34272,5,5
4240,-7768,5,3
4241,-19264,5,6
4242,15520,4,5
4243,21240,6,3
4244,26128,6,4
4245,-27884,6,2
4246,142128,5,4
4247,23256,6,3
4248,61480,6,3
4249,-187528,6,3
4250,230616,6,3
4251,-8448,5,8
4252,63152,5,4
4253,-18200,6,3
4254,29584,6,4
4255,19168,4,5
4256,66272,6,5
4257,103480,6,3
4258,-21120,5,7
4259,-147400,6,3
4260,-26080,4,5
4261,84352,5,7
4262,1144,5,3
4263,20512,5,5
4264,-6712,6,3
4265,-6144,4,11
4266,-15168,6,6
4267,-4220,6,2
4268,-88208,5,4
4269,514480,6,4
4270,1568,5,5
4271,47240,6,3
4272,-78976,6,7
4273,-34960,5,4
4274,-15488,5,7
4275,249312,4,5
4276,-142640,5,4
4277,2144,6,5
4278,89712,6,4
4279,-57680,6,4
4280,-9388,6,2
4281,0,6,inf
4282,17964,6,2
4283,-60920,6,3
4284,-39088,6,4
4285,43024,5,4
4286,26592,5,5
4287,-107440,5,4
4288,3200,5,7
4289,29992,5,3
4290,6848,5,6
4291,19200,6,8
4292,-27456,5,6
4293,333156,6,2
4294,51504,5,4
4295,-34592,6,5
4296,115112,6,3
4297,-96976,5,4
4298,78880,5,5
4299,75840,4,6
4300,-5184,5,6
4301,-94752,6,5
4302,-61840,5,4
4303,-8760,5,3
4304,-73088,5,7
4305,-4896,6,5
4306,43008,4,11
4307,-212568,5,3
4308,-36864,5,12
4309,-77304,6,3
4310,17184,4,5
4311,8064,6,7
4312,226840,6,3
4313,-53880,6,3
4314,46080,3,10
4315,27000,6,3
4316,-64320,5,6
4317,50240,5,6
4318,-270672,6,4
4319,-64928,4,5
4320,16064,5,6
4321,90400,6,5
4322,-28328,6,3
4323,22056,6,3
4324,42880,6,7
4325,-33728,6,6
4326,28776,6,3
4327,77068,6,2
4328,-47112,5,3
4329,-300152,6,3
4330,-10352,4,4
4331,-123800,6,3
4332,-168124,6,2
4333,15720,5,3
4334,-144224,4,5
4335,-3776,5,6
4336,-24480,5,5
4337,-104772,6,2
4338,169444,6,2
4339,-34600,5,3
4340,30600,5,3
4341,-41664,5,6
4342,99968,5,7
4343,-132056,5,3
4344,-129600,5,6
4345,17496,6,3
4346,93584,5,4
4347,-93504,5,6
4348,-6080,6,6
4349,105912,6,3
4350,-36552,6,3
4351,99360,5,5
4352,-8640,5,6
4353,35236,6,2
4354,-79400,5,3
4355,-12748,6,2
4356,55584,5,5
4357,-61808,5,4
4358,18400,6,5
4359,61640,5,3
4360,-77216,4,5
4361,-26736,5,4
4362,-12544,5,8
4363,83904,5,6
4364,-72208,6,4
4365,-44400,6,4
4366,-46080,4,10
4367,120,5,3
4368,41688,5,3
4369,-40064,5,7
4370,-8640,5,6
4371,-64400,6,4
4372,46992,5,4
4373,38080,5,6
4374,3840,5,8
4375,-24672,5,5
4376,73728,5,13
4377,34208,5,5
4378,17088,4,6
4379,25472,5,7
4380,16296,6,3
4381,-94720,6,9
4382,-89616,5,4
4383,-4464,5,4
4384,-1552,5,4
4385,173664,5,5
4386,-96384,5,7
4387,146896,6,4
4388,-51744,5,5
4389,892,6,2
4390,67728,5,4
4391,-120888,6,3
4392,48256,6,7
4393,27868,6,2
4394,8016,6,4
4395,-208384,5,9
4396,10656,6,5
4397,-90432,5,6
4398,-43272,6,3
4399,-2688,6,7
4400,-192,5,6
4401,-52996,6,2
4402,-211312,6,4
4403,23144,6,3
4404,80056,6,3
4405,-53392,6,4
4406,125024,5,5
4407,73520,6,4
4408,-12528,6,4
4409,102844,6,2
4410,5440,5,6
4411,42064,6,4
4412,130896,5,4
4413,-47100,6,2
4414,-32232,6,3
4415,35120,6,4
4416,-201520,5,4
4417,-53200,5,4
4418,-35952,5,4
4419,52088,6,3
4420,-172736,5,6
4421,73648,5,4
4422,7680,6,9
4423,-69120,4,9
4424,-45960,5,3
4425,144000,5,7
4426,-14508,6,2
4427,-107400,6,3
4428,-31536,6,4
4429,-9560,5,3
4430,-5628,6,2
4431,-26320,5,4
4432,32288,6,5
4433,2880,4,6
4434,161344,5,6
4435,3072,5,10
4436,-65304,5,3
4437,-119664,5,4
4438,214616,5,3
4439,37120,6,8
4440,16560,5,4
4441,110080,3,9
4442,-112,6,4
4443,23120,5,4
4444,-90504,6,3
4445,44688,5,4
4446,-37696,5,6
4447,-94752,6,5
4448,97128,5,3
4449,824,5,3
4450,-64896,4,7
4451,-12032,5,8
4452,-31536,6,4
4453,-93584,6,4
4454,11144,6,3
4455,-24448,6,7
4456,52332,6,2
4457,3084,6,2
4458,178800,5,4
4459,26452,6,2
4460,115184,5,4
4461,-13680,5,4
4462,104640,6,6
4463,20256,5,5
4464,63392,5,5
4465,29664,6,5
4466,-153008,5,4
4467,-14096,6,4
4468,45824,4,8
4469,23040,5,9
4470,134416,5,4
4471,32,5,5
4472,-72296,6,3
4473,-67232,5,5
4474,-129120,5,5
4475,61360,5,4
4476,-33264,5,4
4477,-308,6,2
4478,35704,6,3
4479,23136,5,5
4480,56880,5,4
4481,49984,6,6
4482,42860,6,2
4483,16680,5,3
4484,154056,6,3
4485,11232,5,5
4486,-14448,5,4
4487,62520,6,3
4488,49852,6,2
4489,44364,6,2
4490,5736,6,3
4491,-15360,5,10
4492,-48368,6,4
4493,152080,6,4
4494,223360,5,7
4495,112080,6,4
4496,33528,6,3
4497,4480,4,7
4498,40,6,3
4499,-40512,5,6
4500,52796,6,2
4501,-47648,5,5
4502,-23408,6,4
4503,72360,5,3
4504,126456,6,3
4505,43888,5,4
4506,10792,5,3
4507,12288,5,12
4508,21504,2,10
4509,-1120,4,5
4510,-13312,5,10
4511,-149712,5,4
4512,-3256,6,3
4513,-3916,6,2
4514,-26752,5,7
4515,102808,6,3
4516,-8052,6,2
4517,-30336,5,7
4518,9060,6,2
4519,93888,4,6
4520,6844,6,2
4521,56448,5,7
4522,12096,5,6
4523,35328,5,9
4524,36512,5,5
4525,-132624,5,4
4526,-105120,6,5
4527,12128,5,5
4528,-180456,6,3
4529,60016,6,4
4530,-113960,5,3
4531,-85016,5,3
4532,25732,6,2
4533,-186816,5,6
4534,-44640,4,5
4535,77056,5,8
4536,-59656,6,3
4537,108000,5,5
4538,37312,4,6
4539,37432,5,3
4540,57600,4,8
4541,-59136,5,8
4542,-37584,6,4
4543,-21136,5,4
4544,167568,5,4
4545,-11436,6,2
4546,-592,5,4
4547,38896,6,4
4548,17432,6,3
4549,-10192,5,4
4550,-37760,3,7
4551,4336,6,4
4552,-2088,6,3
4553,-17536,4,7
4554,57248,4,5
4555,-71648,4,5
4556,-146016,5,5
4557,-53996,6,2
4558,-3712,5,7
4559,128480,5,5
4560,123436,6,2
4561,-23856,5,4
4562,-12544,4,8
4563,-13968,5,4
4564,123920,5,4
4565,-115840,4,7
4566,-1536,6,9
4567,37408,5,5
4568,-152816,6,4
4569,34528,5,5
4570,87264,4,5
4571,-29856,5,5
4572,-59024,5,4
4573,-6736,5,4
4574,99960,5,3
4575,-150488,5,3
4576,12376,5,3
4577,-85508,6,2
4578,2704,4,4
4579,11552,5,5
4580,-11264,5,10
4581,22120,6,3
4582,-125792,6,5
4583,7680,4,9
4584,34688,4,7
4585,7580,6,2
4586,-65136,6,4
4587,13772,6,2
4588,12520,6,3
4589,896,4,7
4590,-95864,6,3
4591,18624,5,6
4592,-4000,4,5
4593,-63232,5,8
4594,-27024,5,4
4595,25152,4,6
4596,49896,6,3
4597,3392,4,6
4598,124928,4,11
4599,-105784,6,3
4600,7104,5,6
4601,-10104,6,3
4602,20080,5,4
4603,-7928,6,3
4604,-114464,4,5
4605,36864,4,12
4606,-10808,6,3
4607,110752,5,5
4608,-355600,6,4
4609,131976,5,3
4610,53504,4,8
4611,34224,4,4
4612,288,5,5
4613,-49376,5,5
4614,-99008,5,6
4615,60112,5,4
4616,-140928,4,7
4617,-139336,5,3
4618,-102620,6,2
4619,-130208,6,5
4620,-93360,5,4
4621,144168,5,3
4622,-5956,6,2
4623,37796,6,2
4624,-35800,5,3
4625,-174764,6,2
4626,-8580,6,2
4627,9520,5,4
4628,30720,5,11
4629,-76408,6,3
4630,-73320,5,3
4631,104512,6,6
4632,-1728,5,6
4633,25792,4,6
4634,198144,5,9
4635,52568,6,3
4636,5824,5,6
4637,-98092,6,2
4638,42528,5,5
4639,13768,6,3
4640,19040,5,5
4641,76512,4,5
4642,-99264,5,6
4643,-72416,5,5
4644,33120,5,5
4645,21960,5,3
4646,307032,6,3
4647,87264,5,5
4648,-53856,6,5
4649,-8832,5,7
4650,-1184,6,5
4651,-4504,5,3
4652,-3744,5,5
4653,-63584,5,5
4654,-7704,6,3
4655,-83544,6,3
4656,188144,4,4
4657,34884,6,2
4658,-76704,5,5
4659,-3136,4,6
4660,-5360,6,4
4661,17800,6,3
4662,14000,5,4
4663,110416,5,4
4664,-21152,5,5
4665,3840,6,8
4666,-214544,5,4
4667,-64344,6,3
4668,21616,5,4
4669,-14760,6,3
4670,11952,6,4
4671,-69424,5,4
4672,35840,5,10
4673,-97020,6,2
4674,21120,6,7
4675,-5504,5,7
4676,3984,5,4
4677,-17608,5,3
4678,7424,5,8
4679,10024,6,3
4680,36824,5,3
4681,63292,6,2
4682,30528,5,6
4683,-34944,5,7
4684,-31616,5,7
4685,-24084,6,2
4686,-83376,5,4
4687,-91544,6,3
4688,402848,5,5
4689,-45264,5,4
4690,5280,4,5
4691,-13408,6,5
4692,134088,6,3
4693,-3216,6,4
4694,-8272,6,4
4695,-6644,6,2
4696,-7332,6,2
4697,112560,5,4
4698,-90768,5,4
4699,59960,6,3
4700,92904,6,3
4701,-111808,5,6
4702,-65216,4,6
4703,75320,5,3
4704,4248,6,3
4705,8152,5,3
4706,-33536,6,8
4707,-12088,6,3
4708,41280,5,6
4709,12304,5,4
4710,40272,5,4
4711,96000,5,8
4712,-11616,5,5
4713,-30420,6,2
4714,169696,5,5
4715,-9344,5,7
4716,-34504,6,3
4717,-22704,5,4
4718,9408,4,6
4719,-34560,4,8
4720,129312,5,5
4721,24832,6,8
4722,540,6,2
4723,-18440,5,3
4724,126120,6,3
4725,13408,6,5
4726,-880,5,4
4727,-13176,6,3
4728,41520,5,4
4729,-38700,6,2
4730,107376,5,4
4731,-632,6,3
4732,60848,5,4
4733,142880,5,5
4734,-113512,6,3
4735,-4220,6,2
4736,218352,4,4
4737,44416,4,7
4738,-42880,5,7
4739,-11664,6,4
4740,-11556,6,2
4741,48416,6,5
4742,14952,5,3
4743,61984,5,5
4744,10488,6,3
4745,14304,6,5
4746,35008,4,6
4747,40576,5,7
4748,85384,5,3
4749,-97912,6,3
4750,3600,5,4
4751,20120,6,3
4752,40320,6,7
4753,16592,5,4
4754,-41064,5,3
4755,87616,4,6
4756,115904,5,6
4757,284272,6,4
4758,4824,6,3
4759,9432,6,3
4760,-22080,5,6
4761,-6000,5,4
4762,31056,5,4
4763,512,5,9
4764,119040,4,8
4765,203040,5,5
4766,23168,4,7
4767,60744,6,3
4768,15592,6,3
4769,-36288,5,6
4770,-106368,4,7
4771,-11424,5,5
4772,-74336,5,5
4773,-187496,6,3
4774,115344,6,4
4775,53088,5,5
4776,22180,6,2
4777,10952,6,3
4778,-8720,5,4
4779,-15136,4,5
4780,-19392,5,6
4781,1280,3,8
4782,42932,6,2
4783,31040,4,6
4784,54440,5,3
4785,-50304,6,7
4786,196000,5,5
4787,-59496,6,3
4788,-73984,5,8
4789,-246400,5,7
4790,-103020,6,2
4791,182952,6,3
4792,-4592,5,4
4793,126536,6,3
4794,-26624,4,11
4795,262484,6,2
4796,-7648,5,5
4797,-87032,6,3
4798,146112,5,6
4799,-55696,6,4
4800,189224,5,3
4801,-79072,5,5
4802,-62368,6,5
4803,-259632,6,4
4804,1664,5,7
4805,-4468,6,2
4806,-7296,4,7
4807,-207904,5,5
4808,-162816,4,10
4809,1904,4,4
4810,189168,5,4
4811,-49416,6,3
4812,57568,6,5
4813,14840,6,3
4814,-7740,6,2
4815,112944,5,4
4816,12200,6,3
4817,-7088,6,4
4818,-3424,5,5
4819,-126976,5,12
4820,-20224,4,8
4821,-21952,4,6
4822,-12560,5,4
4823,81732,6,2
4824,-11992,6,3
4825,-70784,6,7
4826,108024,5,3
4827,-37512,6,3
4828,49068,6,2
4829,16512,5,7
4830,-17848,6,3
4831,8704,5,9
4832,70496,5,5
4833,760,6,3
4834,21824,6,6
4835,128448,5,6
4836,81008,5,4
4837,-190480,6,4
4838,-39648,6,5
4839,-27664,6,4
4840,-18824,6,3
4841,-29920,5,5
4842,-84544,5,6
4843,-280760,5,3
4844,3912,5,3
4845,-97720,5,3
4846,141600,4,5
4847,-27732,6,2
4848,-337528,6,3
4849,-14496,5,5
4850,1176,6,3
4851,-39240,6,3
4852,-47672,5,3
4853,-13176,6,3
4854,-40864,5,5
4855,-180096,5,7
4856,31936,6,6
4857,256280,6,3
4858,-26784,5,5
4859,-57288,6,3
4860,80688,5,4
4861,-3528,6,3
4862,-11484,6,2
4863,-22272,4,8
4864,-112720,5,4
4865,99944,5,3
4866,123888,6,4
4867,-33728,4,6
4868,-125760,5,6
4869,-9856,5,7
4870,-92632,5,3
4871,-62152,6,3
4872,30132,6,2
4873,39496,5,3
4874,-36348,6,2
4875,-139896,6,3
4876,34424,6,3
4877,30096,6,4
4878,-62536,6,3
4879,55176,6,3
4880,-13084,6,2
4881,224,5,5
4882,-183276,6,2
4883,1504,5,5
4884,120696,5,3
4885,45240,6,3
4886,17536,4,7
4887,52416,4,6
4888,-63360,5,7
4889,-976,6,4
4890,6000,5,4
4891,5184,6,6
4892,44736,6,6
4893,-1776,6,4
4894,-61728,5,5
4895,-95744,5,9
4896,-7232,6,6
4897,286608,6,4
4898,3792,5,4
4899,-3536,6,4
4900,98304,5,15
4901,9392,6,4
4902,-33312,5,5
4903,48540,6,2
4904,8272,4,4
4905,-134960,5,4
4906,-52696,6,3
4907,-4344,6,3
4908,48896,4,8
4909,-4320,6,5
4910,116816,6,4
4911,33504,5,5
4912,86640,5,4
4913,-20256,4,5
4914,-4004,6,2
4915,7008,5,5
4916,-106752,5,8
4917,97520,5,4
4918,25000,6,3
4919,-90252,6,2
4920,-8096,5,5
4921,-3680,5,5
4922,-47232,5,7
4923,-50432,5,8
4924,102072,6,3
4925,72352,5,5
4926,27036,6,2
4927,-6080,5,6
4928,62064,5,4
4929,-78208,4,7
4930,-53248,5,12
4931,-53992,5,3
4932,74600,6,3
4933,-24824,6,3
4934,-24468,6,2
4935,0,4,inf
4936,57624,5,3
4937,-6960,6,4
4938,-37472,5,5
4939,-51552,4,5
4940,12768,5,5
4941,206656,5,6
4942,-25800,5,3
4943,48888,6,3
4944,14352,5,4
4945,38032,5,4
4946,-132416,5,6
4947,-50832,5,4
4948,-61084,6,2
4949,-19520,5,6
4950,-195456,6,7
4951,-62400,6,6
4952,-37784,6,3
4953,203744,5,5
4954,-187952,5,4
4955,83792,5,4
4956,20420,6,2
4957,-26184,5,3
4958,-107280,5,4
4959,9536,6,6
4960,68576,5,5
4961,-360,5,3
4962,257520,5,4
4963,65412,6,2
4964,40320,4,7
4965,-14472,6,3
4966,-147384,6,3
4967,-2640,5,4
4968,-3624,5,3
4969,273208,5,3
4970,8928,5,5
4971,-37792,6,5
4972,-69516,6,2
4973,-25408,5,6
4974,460,6,2
4975,-65060,6,2
4976,-5148,6,2
4977,3712,5,7
4978,42952,6,3
4979,87168,4,7
4980,22304,5,5
4981,-11408,6,4
4982,29984,6,5
4983,-45612,6,2
4984,-58636,6,2
4985,-100736,5,7
4986,16028,6,2
4987,95584,5,5
4988,-94288,6,4
4989,43200,4,6
4990,-5024,5,5
4991,10236,6,2
4992,-70288,5,4
4993,-337152,6,8
4994,-119440,6,4
4995,111784,5,3
4996,69072,6,4
4997,-162616,5,3
4998,-168624,5,4
4999,6912,4,8
5000,-70296,6,3
5001,86968,6,3
5002,-18144,4,5
5003,-53296,5,4
5004,432,5,4
5005,-172872,6,3
5006,-2176,6,7
5007,-17872,5,4
5008,104400,6,4
5009,-1480,5,3
5010,-5760,6,7
5011,-41712,5,4
5012,-43152,5,4
5013,45260,6,2
5014,-66480,6,4
5015,72672,6,5
5016,37208,5,3
5017,117608,6,3
5018,-40640,4,6
5019,10848,4,5
5020,-29312,6,7
5021,3136,5,6
5022,29472,5,5
5023,20160,5,6
5024,6080,5,6
5025,-30016,5,6
5026,71200,5,5
5027,93936,5,4
5028,33300,6,2
5029,63676,6,2
5030,-30480,5,4
5031,26752,4,7
5032,95552,5,6
5033,-5632,5,9
5034,-300768,5,5
5035,-15624,6,3
5036,46016,6,6
5037,-38404,6,2
5038,-2720,5,5
5039,32824,5,3
5040,16840,5,3
5041,33692,6,2
5042,49248,5,5
5043,-51060,6,2
5044,4540,6,2
5045,-21920,6,5
5046,88,6,3
5047,-56800,6,5
5048,-34968,5,3
5049,-1652,6,2
5050,-92736,5,6
5051,34496,6,6
5052,0,3,inf
5053,126360,6,3
5054,26520,6,3
5055,0,4,inf
5056,-8472,5,3
5057,15888,5,4
5058,-62032,5,4
5059,-241920,5,8
5060,-9312,4,5
5061,-1156,6,2
5062,-34736,5,4
5063,-90248,6,3
5064,2976,6,5
5065,42216,6,3
5066,13280,5,5
5067,40144,5,4
5068,6816,5,5
5069,-35060,6,2
5070,-19744,6,5
5071,32288,5,5
5072,-15144,6,3
5073,30320,5,4
5074,58880,5,9
5075,-8256,5,6
5076,36672,5,6
5077,47880,5,3
5078,-10816,4,6
5079,-15840,4,5
5080,4552,6,3
5081,-68432,5,4
5082,106144,5,5
5083,3568,5,4
5084,-89520,5,4
5085,-59232,6,5
5086,-52512,5,5
5087,-12384,5,5
5088,-85888,5,7
5089,47952,5,4
5090,72128,4,6
5091,-16104,6,3
5092,-2592,6,5
5093,-94832,5,4
5094,-220128,6,5
5095,117356,6,2
5096,-46728,6,3
5097,-78080,6,8
5098,34012,6,2
5099,-13872,6,4
5100,-2956,6,2
5101,-77072,5,4
5102,-43200,5,6
5103,53512,6,3
5104,-25472,3,7
5105,-54000,6,4
5106,-7012,6,2
5107,4720,6,4
5108,41160,6,3
5109,18540,6,2
5110,25552,6,4
5111,-25280,5,6
5112,0,6,inf
5113,-37536,5,5
5114,67968,5,7
5115,68768,6,5
5116,-23704,6,3
5117,-11784,6,3
5118,34740,6,2
5119,-15808,6,6
5120,-141120,5,6
5121,-72720,6,4
5122,174944,6,5
5123,4216,6,3
5124,-25664,4,6
5125,-135352,5,3
5126,21092,6,2
5127,-11984,6,4
5128,-36316,6,2
5129,46400,5,6
5130,5696,5,6
5131,17148,6,2
5132,50232,6,3
5133,62640,5,4
5134,-10112,4,7
5135,-3712,4,7
5136,-19296,6,5
5137,-141024,6,5
5138,-7168,4,10
5139,-14824,5,3
5140,26328,6,3
5141,50704,5,4
5142,-111120,6,4
5143,-72784,5,4
5144,8736,5,5
5145,-68720,4,4
5146,-1920,5,7
5147,-15768,5,3
5148,-52432,5,4
5149,12040,5,3
5150,-10464,5,5
5151,-13824,5,9
5152,-101536,5,5
5153,-261392,6,4
5154,79968,5,5
5155,-14356,6,2
5156,33792,5,10
5157,11376,5,4
5158,31892,6,2
5159,624,4,4
5160,6192,5,4
5161,46624,4,5
5162,93088,5,5
5163,189800,6,3
5164,38000,5,4
5165,55072,5,5
5166,14080,4,8
5167,65544,5,3
5168,-2312,5,3
5169,8864,6,5
5170,1296,6,4
5171,76720,6,4
5172,5136,5,4
5173,3880,6,3
5174,41992,6,3
5175,41928,5,3
5176,80912,5,4
5177,-78160,6,4
5178,-18704,5,4
5179,-90168,5,3
5180,148400,6,4
5181,-68208,4,4
5182,-73432,5,3
5183,-26400,4,5
5184,-74880,5,7
5185,15792,5,4
5186,-141792,5,5
5187,40128,6,6
5188,-124712,6,3
5189,149456,6,4
5190,-87008,5,5
5191,21840,5,4
5192,49104,5,4
5193,-77760,4,6
5194,-27904,6,8
5195,-108760,6,3
5196,-2080,6,5
5197,-18832,4,4
5198,8352,5,5
5199,-38312,5,3
5200,76272,6,4
5201,29400,6,3
5202,-2016,6,5
5203,-256896,4,7
5204,22712,6,3
5205,-13760,5,6
5206,-79192,5,3
5207,5888,5,8
5208,24320,5,8
5209,-104784,5,4
5210,-27576,6,3
5211,11928,6,3
5212,-81768,6,3
5213,8568,5,3
5214,5968,5,4
5215,-20080,5,4
5216,25536,4,6
5217,-85128,6,3
5218,21344,5,5
5219,48880,6,4
5220,21264,5,4
5221,90792,6,3
5222,-144880,6,4
5223,26304,5,6
5224,256,5,8
5225,8272,6,4
5226,-13104,5,4
5227,17704,6,3
5228,-60608,5,6
5229,-142848,4,9
5230,18200,6,3
5231,-84976,5,4
5232,23268,6,2
5233,-6528,3,7
5234,1648,6,4
5235,-23120,6,4
5236,21116,6,2
5237,80400,6,4
5238,62336,3,7
5239,-52080,6,4
5240,5512,5,3
5241,-100180,6,2
5242,74136,5,3
5243,8448,5,8
5244,6800,5,4
5245,88064,4,11
5246,-100016,5,4
5247,113488,6,4
5248,57440,4,5
5249,-62952,6,3
5250,-170112,5,7
5251,48424,6,3
5252,-125928,6,3
5253,8320,5,7
5254,-105292,6,2
5255,30688,4,5
5256,15904,6,5
5257,54944,5,5
5258,153824,5,5
5259,22228,6,2
5260,-240,5,4
5261,14732,6,2
5262,-14148,6,2
5263,74160,5,4
5264,-5772,6,2
5265,13392,6,4
5266,93900,6,2
5267,-8448,5,8
5268,-150368,5,5
5269,-71712,4,5
5270,-47344,5,4
5271,3296,5,5
5272,10096,4,4
5273,45344,5,5
5274,51228,6,2
5275,-50112,5,6
5276,-72888,6,3
5277,79056,6,4
5278,86896,5,4
5279,-9752,5,3
5280,-203296,5,5
5281,86984,6,3
5282,-69384,6,3
5283,4528,5,4
5284,-8040,6,3
5285,37212,6,2
5286,-2592,6,5
5287,41156,6,2
5288,52976,5,4
5289,-162432,5,7
5290,-34952,5,3
5291,26592,5,5
5292,-1280,5,8
5293,-59840,6,6
5294,33440,6,5
5295,25056,5,5
5296,-147616,5,5
5297,102964,6,2
5298,-37160,5,3
5299,121040,6,4
5300,8944,6,4
5301,-36064,6,5
5302,47152,6,4
5303,-68096,4,9
5304,49820,6,2
5305,-1512,5,3
5306,79248,6,4
5307,-34608,6,4
5308,22128,5,4
5309,21472,5,5
5310,-29344,6,5
5311,-17412,6,2
5312,-170432,6,6
5313,-18016,5,5
5314,-10800,6,4
5315,7944,6,3
5316,37552,5,4
5317,140608,4,6
5318,-155536,6,4
5319,-8024,6,3
5320,-16616,5,3
5321,68832,5,5
5322,-12992,4,6
5323,39488,5,6
5324,63616,4,7
5325,36168,6,3
5326,-69984,5,5
5327,1504,6,5
5328,-6348,6,2
5329,-10032,6,4
5330,72000,6,6
5331,-17256,6,3
5332,20688,5,4
5333,-213744,5,4
5334,88736,5,5
5335,189920,5,5
5336,-33352,6,3
5337,-51104,5,5
5338,2112,5,6
5339,-23040,5,9
5340,-166032,5,4
5341,-39200,5,5
5342,46368,5,5
5343,25424,6,4
5344,36736,5,7
5345,-122928,6,4
5346,-74788,6,2
5347,14952,6,3
5348,55152,5,4
5349,-22864,6,4
5350,-29200,4,4
5351,9716,6,2
5352,-84960,5,5
5353,27392,5,8
5354,-110640,6,4
5355,13440,5,7
5356,17440,5,5
5357,39396,6,2
5358,-864,5,5
5359,-67776,6,6
5360,-23808,3,8
5361,21408,5,5
5362,68256,6,5
5363,-158272,4,6
5364,82720,5,5
5365,30532,6,2
5366,-14184,6,3
5367,-9040,6,4
5368,20356,6,2
5369,-1096,6,3
5370,14608,5,4
5371,-36452,6,2
5372,60400,6,4
5373,35872,5,5
5374,48696,6,3
5375,-29200,5,4
5376,-31360,4,7
5377,19392,5,6
5378,-62856,5,3
5379,11184,4,4
5380,-34884,6,2
5381,-135552,4,7
5382,-10912,5,5
5383,9384,5,3
5384,70336,5,6
5385,115680,4,5
5386,19712,5,8
5387,7616,5,6
5388,2448,5,4
5389,-21240,5,3
5390,-84344,6,3
5391,-8016,5,4
5392,10600,6,3
5393,5504,5,7
5394,-11872,5,5
5395,-80944,5,4
5396,-14320,5,4
5397,-63528,6,3
5398,-1560,5,3
5399,3200,4,7
5400,0,4,inf
5401,3520,5,6
5402,50080,5,5
5403,80,6,4
5404,37120,4,8
5405,14040,6,3
5406,22080,5,6
5407,-43960,6,3
5408,125752,6,3
5409,-11504,6,4
5410,-65024,5,9
5411,-1504,5,5
5412,78560,4,5
5413,-35760,6,4
5414,130176,4,7
5415,26832,5,4
5416,-14912,5,6
5417,65384,5,3
5418,-8256,6,6
5419,29844,6,2
5420,138088,6,3
5421,-67856,6,4
5422,-86408,5,3
5423,71244,6,2
5424,68864,5,8
5425,27476,6,2
