id,det_A,rank_F2_A,v2_detA
8094,15504,6,4
8095,-27696,6,4
8096,-1680,5,4
8097,21904,6,4
8098,16224,5,5
8099,-12400,5,4
8100,-89856,6,8
8101,-66256,6,4
8102,-50680,5,3
8103,-720,5,4
8104,30240,5,5
8105,-2192,5,4
8106,-5568,4,6
8107,-92072,5,3
8108,-8008,6,3
8109,256252,6,2
8110,55552,5,8
8111,-70492,6,2
8112,-79248,5,4
8113,40320,4,7
8114,-2912,5,5
8115,-118920,6,3
8116,-2880,4,6
8117,45888,5,6
8118,194464,5,5
8119,7748,6,2
8120,-39232,5,6
8121,52896,5,5
8122,220260,6,2
8123,-46656,5,6
8124,-56344,5,3
8125,28928,5,8
8126,-128640,5,7
8127,-123816,6,3
8128,-44416,6,7
8129,30392,6,3
8130,-2192,5,4
8131,-26200,6,3
8132,-168376,6,3
8133,7168,5,10
8134,-113168,5,4
8135,-41344,6,7
8136,39080,5,3
8137,11456,5,6
8138,21408,6,5
8139,-48608,5,5
8140,-7760,5,4
8141,57600,5,8
8142,-720,5,4
8143,-5656,6,3
8144,-2176,4,7
8145,89824,5,5
8146,23232,5,6
8147,22672,5,4
8148,-4992,4,7
8149,16384,5,14
8150,-64328,6,3
8151,-113088,4,6
8152,-145920,5,9
8153,-164144,5,4
8154,64920,5,3
8155,-153504,5,5
8156,-22024,6,3
8157,113376,5,5
8158,29120,6,6
8159,50176,4,10
8160,-3048,6,3
8161,27576,6,3
8162,15840,4,5
8163,-3696,6,4
8164,12432,5,4
8165,-55808,5,9
8166,343384,6,3
8167,-67920,6,4
8168,-9272,6,3
8169,-100352,5,11
8170,18096,4,4
8171,-125828,6,2
8172,-37632,5,8
8173,-4736,6,7
8174,39296,6,7
8175,3984,6,4
8176,-3320,6,3
8177,-52480,5,8
8178,32516,6,2
8179,-53504,6,8
8180,66816,6,8
8181,-14688,5,5
8182,5448,5,3
8183,15408,5,4
8184,32576,4,6
8185,56464,5,4
8186,52992,3,8
8187,-90032,5,4
8188,-6664,5,3
8189,-86400,6,7
8190,-22464,4,6
8191,-73072,5,4
8192,57368,6,3
8193,-18824,6,3
8194,-113312,5,5
8195,23028,6,2
8196,152624,6,4
8197,-59664,5,4
8198,36768,5,5
8199,27352,5,3
8200,2524,6,2
8201,-124800,4,7
8202,-55424,4,7
8203,54472,6,3
8204,-57000,5,3
8205,-132800,5,6
8206,-14204,6,2
8207,13368,6,3
8208,7380,6,2
8209,-47100,6,2
8210,8448,5,8
8211,-49280,5,7
8212,19200,5,8
8213,129136,5,4
8214,-26624,3,11
8215,208916,6,2
8216,-83720,6,3
8217,28864,5,6
8218,-61704,6,3
8219,0,5,inf
8220,-98224,6,4
8221,11088,6,4
8222,9952,6,5
8223,3016,5,3
8224,86960,6,4
8225,-149624,5,3
8226,35064,6,3
8227,-3808,5,5
8228,115760,5,4
8229,-13192,6,3
8230,14400,5,6
8231,12828,6,2
8232,-111504,4,4
8233,4544,4,6
8234,-110576,5,4
8235,-130248,6,3
8236,14544,6,4
8237,-36288,5,6
8238,27776,5,7
8239,125716,6,2
8240,-50180,6,2
8241,17952,5,5
8242,-114640,6,4
8243,21248,4,8
8244,41648,5,4
8245,-34128,5,4
8246,-23584,5,5
8247,-109380,6,2
8248,-10672,6,4
8249,-11916,6,2
8250,-62640,5,4
8251,117220,6,2
8252,-1280,3,8
8253,-13856,6,5
8254,-1704,5,3
8255,37088,6,5
8256,223344,5,4
8257,-17904,5,4
8258,-13728,5,5
8259,-7984,5,4
8260,-89572,6,2
8261,54720,4,6
8262,-34280,6,3
8263,34104,6,3
8264,38800,5,4
8265,49872,5,4
8266,32688,5,4
8267,6248,5,3
8268,35512,6,3
8269,145504,5,5
8270,-14328,5,3
8271,-94080,5,7
8272,-68880,6,4
8273,16032,6,5
8274,-24956,6,2
8275,17392,5,4
8276,-2288,6,4
8277,-27504,5,4
8278,-122144,5,5
8279,68308,6,2
8280,-38176,5,5
8281,-63920,5,4
8282,-38592,4,6
8283,15232,5,7
8284,5280,5,5
8285,66176,5,7
8286,105072,5,4
8287,-7456,6,5
8288,-59072,4,6
8289,-112820,6,2
8290,-109696,5,7
8291,3600,4,4
8292,-86992,5,4
8293,-47952,6,4
8294,-245852,6,2
8295,-83232,5,5
8296,-15264,5,5
8297,-107856,5,4
8298,396,6,2
8299,52016,5,4
8300,146400,6,5
8301,8296,6,3
8302,-22512,6,4
8303,50672,5,4
8304,-119168,5,7
8305,-3456,5,7
8306,6704,6,4
8307,47344,6,4
8308,-6280,6,3
8309,-29760,6,6
8310,37008,5,4
8311,61952,4,9
8312,-132588,6,2
8313,25184,5,5
8314,70224,5,4
8315,13280,6,5
8316,-40616,6,3
8317,-21776,5,4
8318,-24512,5,6
8319,-17280,3,7
8320,-241336,5,3
8321,119536,4,4
8322,4464,5,4
8323,-1152,5,7
8324,3824,5,4
8325,77200,5,4
8326,227520,5,6
8327,106824,6,3
8328,18520,6,3
8329,34368,5,6
8330,38192,5,4
8331,70304,5,5
8332,19896,6,3
8333,-648,6,3
8334,20128,5,5
8335,9728,5,9
8336,12672,5,7
8337,-1872,6,4
8338,-22632,6,3
8339,38332,6,2
8340,13840,5,4
8341,-239232,5,7
8342,-34512,6,4
8343,-12416,5,7
8344,-97392,6,4
8345,19512,5,3
8346,-46200,6,3
8347,34784,6,5
8348,29628,6,2
8349,-9000,6,3
8350,-38816,5,5
8351,-17676,6,2
8352,54584,5,3
8353,8156,6,2
8354,46432,6,5
8355,16260,6,2
8356,252792,6,3
8357,38568,6,3
8358,-13800,6,3
8359,41304,6,3
8360,5760,5,7
8361,144012,6,2
8362,36768,5,5
8363,7800,6,3
8364,-58176,5,6
8365,-25520,6,4
8366,0,4,inf
8367,-105456,6,4
8368,36240,5,4
8369,223344,6,4
8370,568,6,3
8371,24832,4,8
8372,24720,4,4
8373,-1408,5,7
8374,-73480,5,3
8375,-130788,6,2
8376,19568,6,4
8377,-25168,5,4
8378,18460,6,2
8379,80960,6,6
8380,-88120,6,3
8381,7552,5,7
8382,-3264,5,6
8383,10552,6,3
8384,10512,6,4
8385,7412,6,2
8386,-66144,6,5
8387,932,6,2
8388,-44692,6,2
8389,86976,5,6
8390,-64640,5,7
8391,-14100,6,2
8392,-16352,5,5
8393,18432,4,11
8394,35376,5,4
8395,3984,5,4
8396,-4040,5,3
8397,10240,4,11
8398,576,4,6
8399,-4328,5,3
8400,32808,6,3
8401,-268296,6,3
8402,158720,6,10
8403,20544,5,6
8404,-9488,6,4
8405,-2856,5,3
8406,-1224,6,3
8407,61392,5,4
8408,-6804,6,2
8409,-133136,6,4
8410,-4596,6,2
8411,-50132,6,2
8412,-72,5,3
8413,3080,6,3
8414,64384,5,7
8415,-52640,5,5
8416,14736,5,4
8417,-162480,5,4
8418,32480,5,5
8419,-48192,6,6
8420,47520,5,5
8421,73192,6,3
8422,134256,5,4
8423,1152,4,7
8424,82400,6,5
8425,72544,6,5
8426,-49792,5,7
8427,-4344,6,3
8428,71296,4,7
8429,71264,4,5
8430,-65992,5,3
8431,-46464,4,7
8432,-9268,6,2
8433,-124896,6,5
8434,4608,6,9
8435,-62304,5,5
8436,-26448,5,4
8437,-19040,6,5
8438,-23040,4,9
8439,56448,6,7
8440,-51840,4,7
8441,-24624,6,4
8442,19840,4,7
8443,1360,5,4
8444,2256,5,4
8445,87200,5,5
8446,47312,5,4
8447,99904,5,6
8448,36096,4,8
8449,59496,5,3
8450,-3568,5,4
8451,-17808,5,4
8452,92232,5,3
8453,-63744,4,8
8454,-5412,6,2
8455,134208,6,6
8456,61120,5,6
8457,4640,5,5
8458,119808,5,10
8459,213024,6,5
8460,-8000,5,6
8461,85200,6,4
8462,80556,6,2
8463,-112320,4,6
8464,-248472,6,3
8465,-2800,5,4
8466,16128,5,8
8467,43576,5,3
8468,-25216,5,7
8469,-26292,6,2
8470,-32544,6,5
8471,23680,5,7
8472,-5728,6,5
8473,101580,6,2
8474,37120,4,8
8475,-6912,4,8
8476,10880,5,7
8477,-126616,6,3
8478,-24020,6,2
8479,-2640,5,4
8480,78520,6,3
8481,47232,4,7
8482,132288,5,6
8483,-46852,6,2
8484,26240,4,7
8485,-24744,6,3
8486,13872,5,4
8487,-13728,5,5
8488,-22016,5,9
8489,61056,4,7
8490,51184,6,4
8491,221288,6,3
8492,-26496,5,7
8493,59168,6,5
8494,51912,6,3
8495,32112,5,4
8496,103320,6,3
8497,-19152,5,4
8498,82176,5,8
8499,-23152,4,4
8500,53312,4,6
8501,17504,5,5
8502,1600,5,6
8503,-12960,5,5
8504,-12600,5,3
8505,-13128,5,3
8506,-23240,6,3
8507,29520,6,4
8508,-2672,6,4
8509,-79872,5,11
8510,-21752,6,3
8511,44032,6,10
8512,2352,5,4
8513,10080,5,5
8514,118560,5,5
8515,-9648,5,4
8516,-100404,6,2
8517,-4816,5,4
8518,43136,4,7
8519,-54696,6,3
8520,-4856,6,3
8521,-13440,6,7
8522,-95136,5,5
8523,-30332,6,2
8524,26144,6,5
8525,-17480,6,3
8526,26320,5,4
8527,20528,6,4
8528,-89892,6,2
8529,-47640,6,3
8530,-2880,4,6
8531,32800,6,5
8532,-55616,4,6
8533,51312,6,4
8534,-7528,6,3
8535,-86496,5,5
8536,11088,6,4
8537,-14112,4,5
8538,-153516,6,2
8539,26440,6,3
8540,-35040,6,5
8541,14032,5,4
8542,3664,6,4
8543,-19800,6,3
8544,512,5,9
8545,68904,6,3
8546,72752,5,4
8547,54876,6,2
8548,-10848,6,5
8549,32256,4,9
8550,-17592,6,3
8551,62304,5,5
8552,8976,5,4
8553,-34200,5,3
8554,34256,5,4
8555,-104032,6,5
8556,192096,5,5
8557,-7896,5,3
8558,5504,4,7
8559,-56672,4,5
8560,-37088,5,5
8561,-70208,5,6
8562,-66272,6,5
8563,192784,5,4
8564,-94608,5,4
8565,-25120,6,5
8566,38016,5,7
8567,-29120,5,6
8568,11836,6,2
8569,19696,5,4
8570,-17416,6,3
8571,11280,5,4
8572,50640,6,4
8573,8456,5,3
8574,12528,5,4
8575,-223696,6,4
8576,-77344,4,5
8577,-228752,5,4
8578,5320,6,3
8579,15744,5,7
8580,-24320,5,8
8581,-3728,4,4
8582,-100240,5,4
8583,-14768,5,4
8584,43112,6,3
8585,-9552,6,4
8586,-22928,5,4
8587,55472,5,4
8588,84528,5,4
8589,2400,6,5
8590,100012,6,2
8591,-3828,6,2
8592,-2168,6,3
8593,125936,5,4
8594,-41844,6,2
8595,61632,5,6
8596,-65472,5,6
8597,30240,5,5
8598,-15936,5,6
8599,-30804,6,2
8600,-78680,5,3
8601,-198640,5,4
8602,27204,6,2
8603,-16624,5,4
8604,10992,5,4
8605,-118520,6,3
8606,46176,5,5
8607,-14848,5,9
8608,-123976,5,3
8609,-54920,6,3
8610,-23004,6,2
8611,8832,5,7
8612,-12480,5,6
8613,-4800,4,6
8614,9552,6,4
8615,-92672,5,9
8616,-35832,5,3
8617,-8432,5,4
8618,12280,6,3
8619,36940,6,2
8620,-24960,4,7
8621,-14040,5,3
8622,175816,6,3
8623,30712,6,3
8624,-2664,5,3
8625,-256,4,8
8626,-2192,5,4
8627,-46784,6,6
8628,-41832,5,3
8629,-1712,6,4
8630,-161500,6,2
8631,-41232,5,4
8632,39872,6,6
8633,26904,5,3
8634,189420,6,2
8635,113360,6,4
8636,93300,6,2
8637,-13296,6,4
8638,12688,6,4
8639,-41384,6,3
8640,43008,5,11
8641,44320,5,5
8642,-7168,5,10
8643,-55104,4,6
8644,39592,5,3
8645,66144,6,5
8646,42192,5,4
8647,43488,5,5
8648,-85216,5,5
8649,98816,6,9
8650,-78288,4,4
8651,13760,5,6
8652,17296,5,4
8653,-67852,6,2
8654,42500,6,2
8655,-5120,5,10
8656,748,6,2
8657,-101184,6,6
8658,94900,6,2
8659,11968,5,6
8660,-10560,5,6
8661,15112,6,3
8662,-20476,6,2
8663,71296,4,7
8664,138524,6,2
8665,-55728,6,4
8666,-3048,6,3
8667,39888,5,4
8668,10652,6,2
8669,-98056,6,3
8670,50016,4,5
8671,-10568,5,3
8672,-25432,6,3
8673,-230520,5,3
8674,-55616,4,6
8675,19040,5,5
8676,-47952,6,4
8677,-66056,6,3
8678,-13440,4,7
8679,-56392,6,3
8680,-2408,5,3
8681,3984,5,4
8682,6176,6,5
8683,-13416,6,3
8684,143200,5,5
8685,-43680,6,5
8686,-8160,5,5
8687,-45784,6,3
8688,58664,6,3
8689,-98112,5,6
8690,-73488,6,4
8691,-57912,5,3
8692,122352,6,4
8693,-30864,5,4
8694,75208,6,3
8695,18112,5,6
8696,11284,6,2
8697,60672,4,8
8698,30800,6,4
8699,-50736,5,4
8700,69088,6,5
8701,-124608,5,6
8702,15104,5,8
8703,39912,6,3
8704,-111960,6,3
8705,19888,5,4
8706,60480,3,6
8707,5136,5,4
8708,12604,6,2
8709,-10144,5,5
8710,124400,5,4
8711,-26804,6,2
8712,-32832,5,6
8713,-13440,4,7
8714,-44928,5,7
8715,-50656,5,5
8716,-5792,5,5
8717,-25256,5,3
8718,-15184,5,4
8719,-148884,6,2
8720,61920,6,5
8721,-1856,5,6
8722,-12640,5,5
8723,-50976,6,5
8724,31336,5,3
8725,50944,4,8
8726,39296,5,7
8727,35280,5,4
8728,1552,6,4
8729,44928,5,7
8730,8416,4,5
8731,-50112,4,6
8732,-9616,6,4
8733,79776,5,5
8734,28936,6,3
8735,1224,6,3
8736,7936,5,8
8737,286760,6,3
8738,-2292,6,2
8739,-53936,5,4
8740,-47696,5,4
8741,-102560,5,5
8742,28440,5,3
8743,36288,5,6
8744,288,5,5
8745,8120,5,3
8746,-184176,5,4
8747,63424,5,6
8748,99952,5,4
8749,70528,5,7
8750,54160,6,4
8751,-1032,6,3
8752,33312,4,5
8753,-25256,5,3
8754,-39272,5,3
8755,109296,5,4
8756,-54560,6,5
8757,141200,5,4
8758,1536,5,9
8759,-87888,6,4
8760,-24480,5,5
8761,13584,5,4
8762,-23040,5,9
8763,6688,5,5
8764,-73000,5,3
8765,-42480,6,4
8766,-11664,6,4
8767,132912,6,4
8768,-315680,4,5
8769,-82976,5,5
8770,-163936,5,5
8771,-128120,6,3
8772,-81784,6,3
8773,143768,5,3
8774,-1792,5,8
8775,57376,5,5
8776,29416,5,3
8777,-8192,6,13
8778,19584,5,7
8779,-10968,5,3
8780,-2048,6,11
8781,33696,5,5
8782,-228120,6,3
8783,72288,4,5
8784,-37560,6,3
8785,-90136,6,3
8786,-46104,5,3
8787,-14912,4,6
8788,19456,6,10
8789,-48864,5,5
8790,-10184,5,3
8791,-32904,5,3
8792,-23136,6,5
8793,8244,6,2
8794,98048,4,8
8795,20320,5,5
8796,37584,5,4
8797,39052,6,2
8798,40064,4,7
8799,0,6,inf
8800,-22400,5,7
8801,-20956,6,2
8802,6884,6,2
8803,-42624,4,7
8804,-75008,5,8
8805,53280,5,5
8806,36704,4,5
8807,-3488,6,5
8808,79256,5,3
8809,-25072,5,4
8810,124464,6,4
8811,-17636,6,2
8812,17520,4,4
8813,-119712,5,5
8814,-19200,6,8
8815,-232000,5,6
8816,-161460,6,2
8817,2960,5,4
8818,125312,5,7
8819,-14272,6,6
8820,-174720,5,7
8821,-104160,5,5
8822,79948,6,2
8823,9716,6,2
8824,22544,5,4
8825,38224,4,4
8826,84096,6,7
8827,-68064,5,5
8828,-76448,5,5
8829,36736,4,7
8830,5696,5,6
8831,154312,6,3
8832,69280,6,5
8833,-141152,6,5
8834,-30400,4,6
8835,5744,5,4
8836,-167480,6,3
8837,207632,4,4
8838,-204936,6,3
8839,100120,5,3
8840,-64768,4,8
8841,10936,6,3
8842,26960,5,4
8843,-137760,6,5
8844,-15864,6,3
8845,3508,6,2
8846,-152912,6,4
8847,-1600,5,6
8848,-158912,6,6
8849,78072,6,3
8850,-29528,5,3
8851,-744,5,3
8852,-25344,4,8
8853,151320,6,3
8854,-38080,5,6
8855,-314712,6,3
8856,-14336,5,11
8857,-106496,5,13
8858,-17728,5,6
8859,83664,5,4
8860,17936,5,4
8861,91024,5,4
8862,13192,6,3
8863,183280,5,4
8864,-147792,6,4
8865,-31968,5,5
8866,-150528,4,10
8867,12352,5,6
8868,126856,6,3
8869,-29776,6,4
8870,-45808,6,4
8871,43560,6,3
8872,68000,5,5
8873,13104,6,4
8874,-30896,6,4
8875,23760,4,4
8876,21872,5,4
8877,-74640,5,4
8878,-41532,6,2
8879,32928,6,5
8880,32480,4,5
8881,-45816,6,3
8882,-24600,5,3
8883,43920,5,4
8884,32,4,5
8885,-34864,5,4
8886,15296,5,6
8887,72784,5,4
8888,-73760,5,5
8889,856,5,3
8890,-57096,6,3
8891,-1352,5,3
8892,-41344,4,7
8893,5776,5,4
8894,8000,5,6
8895,31872,5,7
8896,45088,5,5
8897,-124584,5,3
8898,1856,5,6
8899,-58928,6,4
8900,25448,6,3
8901,116160,4,6
8902,-155920,5,4
8903,2924,6,2
8904,-38304,5,5
8905,-3128,6,3
8906,-66600,6,3
8907,20112,5,4
8908,45912,6,3
8909,-22624,4,5
8910,20592,5,4
8911,-25288,6,3
8912,-14420,6,2
8913,-66360,6,3
8914,16896,5,9
8915,37748,6,2
8916,-76632,5,3
8917,-7168,5,10
8918,231968,5,5
8919,29248,6,6
8920,-64584,5,3
8921,-111296,5,6
8922,5952,5,6
8923,-11560,5,3
8924,-11200,5,6
8925,211424,5,5
8926,198224,6,4
8927,-47212,6,2
8928,25280,4,6
8929,-57024,5,6
8930,14080,5,8
8931,26784,6,5
8932,-71712,5,5
8933,83040,6,5
8934,-2024,5,3
8935,14640,6,4
8936,49008,5,4
8937,88272,6,4
8938,6020,6,2
8939,-34304,5,9
8940,1232,6,4
8941,31712,5,5
8942,66792,5,3
8943,-7792,6,4
8944,11780,6,2
8945,52200,6,3
8946,9952,4,5
8947,-20496,6,4
8948,14288,6,4
8949,12512,6,5
8950,-8524,6,2
8951,-304524,6,2
8952,-104384,5,6
8953,2760,6,3
8954,-214104,6,3
8955,83328,4,7
8956,58128,5,4
8957,-11760,5,4
8958,37688,6,3
8959,528,6,4
8960,-29904,4,4
8961,-63528,6,3
8962,-16448,5,6
8963,8112,5,4
8964,57524,6,2
8965,9616,5,4
8966,-5112,6,3
8967,100144,5,4
8968,36388,6,2
8969,-22344,5,3
8970,-75616,5,5
8971,19008,5,6
8972,-58960,6,4
8973,-5152,6,5
8974,-110080,6,9
8975,-5152,6,5
8976,-78336,3,9
8977,-175872,5,8
8978,-286728,5,3
8979,29920,6,5
8980,-22152,6,3
8981,-85800,5,3
8982,44568,6,3
8983,-58488,6,3
8984,-21888,5,7
8985,-65172,6,2
8986,-15248,5,4
8987,-1584,5,4
8988,-3112,5,3
8989,-51408,5,4
8990,8864,6,5
8991,19296,5,5
8992,161544,6,3
8993,-201776,5,4
8994,102816,4,5
8995,11200,5,6
8996,-188,6,2
8997,78504,5,3
8998,5952,5,6
8999,41688,6,3
9000,-113376,4,5
9001,9104,5,4
9002,45360,5,4
9003,13048,5,3
9004,-68744,6,3
9005,68040,6,3
9006,96,6,5
9007,480,5,5
9008,44064,5,5
9009,-3200,4,7
9010,27816,5,3
9011,4864,4,8
9012,-10304,5,6
9013,63200,6,5
9014,-236880,5,4
9015,-68440,6,3
9016,28944,6,4
9017,-56408,6,3
9018,24320,4,8
9019,90392,6,3
9020,18528,5,5
9021,-21672,5,3
9022,-32032,5,5
9023,-155008,4,7
9024,-22280,5,3
9025,-320192,4,6
9026,-3264,4,6
9027,-41880,6,3
9028,-104160,5,5
9029,25216,5,7
9030,22992,5,4
9031,11764,6,2
9032,18320,5,4
9033,7280,6,4
9034,-116432,5,4
9035,-42204,6,2
9036,280920,5,3
9037,-109624,5,3
9038,-67584,4,11
9039,24560,5,4
9040,61888,6,6
9041,-32320,5,6
9042,14008,6,3
9043,20080,5,4
9044,123792,5,4
9045,-67072,5,9
9046,26728,5,3
9047,1760,5,5
9048,-173168,5,4
9049,-13908,6,2
9050,-70420,6,2
9051,-99584,4,8
9052,-16632,6,3
9053,-42276,6,2
9054,1376,5,5
9055,95744,5,9
9056,-25296,6,4
9057,-80208,5,4
9058,44640,6,5
9059,39368,6,3
9060,59008,6,7
9061,-107504,5,4
9062,-118008,5,3
9063,96016,6,4
9064,-40816,6,4
9065,43080,6,3
9066,-218712,6,3
9067,47136,5,5
9068,-80108,6,2
9069,106544,5,4
9070,64168,5,3
9071,1552,5,4
9072,-113192,6,3
9073,-4860,6,2
9074,9048,5,3
9075,-17232,5,4
9076,2752,6,6
9077,33360,5,4
9078,102600,5,3
9079,2512,5,4
9080,30524,6,2
9081,41492,6,2
9082,-76600,6,3
9083,-210016,4,5
9084,6272,5,7
9085,5064,6,3
9086,92640,5,5
9087,18536,6,3
9088,16848,5,4
9089,-202656,5,5
9090,-56740,6,2
9091,-116640,5,5
9092,1152,5,7
9093,19136,5,6
9094,21120,4,7
9095,-2496,6,6
9096,160680,6,3
9097,-54464,4,6
9098,11360,6,5
9099,-149916,6,2
9100,-10528,5,5
9101,-104968,6,3
9102,31296,4,6
9103,-8760,6,3
9104,-130640,5,4
9105,-143100,6,2
9106,92096,6,6
9107,8032,6,5
9108,-41376,5,5
9109,61024,5,5
9110,15072,5,5
9111,-24848,4,4
9112,-150464,5,6
9113,-83376,6,4
9114,-40784,5,4
9115,11200,5,6
9116,163392,5,6
9117,-101232,4,4
9118,-33408,5,7
9119,-32736,5,5
9120,-1072,6,4
9121,4640,6,5
9122,75292,6,2
9123,147120,5,4
9124,-56040,6,3
9125,-9728,5,9
9126,47576,5,3
9127,-32000,5,8
9128,52012,6,2
9129,3752,6,3
9130,21216,5,5
9131,140640,6,5
9132,21320,6,3
9133,-41216,3,8
9134,-3616,5,5
9135,-46768,5,4
9136,-29312,5,7
9137,-75192,6,3
9138,19480,5,3
9139,109092,6,2
9140,-20928,4,6
9141,-100128,4,5
9142,17856,5,6
9143,-145856,5,6
9144,1920,3,7
9145,27928,5,3
9146,7504,5,4
9147,-95904,6,5
9148,90952,5,3
9149,51216,5,4
9150,23544,6,3
9151,-84480,5,9
9152,-45432,5,3
9153,-12824,5,3
9154,1248,4,5
9155,-25664,5,6
9156,19248,5,4
9157,4000,5,5
9158,113744,5,4
9159,-124676,6,2
9160,160968,5,3
9161,-6864,6,4
9162,92928,5,8
9163,2976,5,5
9164,23120,6,4
9165,-16976,5,4
9166,127520,6,5
9167,58784,5,5
9168,80784,5,4
9169,146512,5,4
9170,-42592,5,5
9171,-752,4,4
9172,5416,6,3
9173,76920,5,3
9174,-82880,5,6
9175,76256,5,5
9176,15552,6,6
9177,25964,6,2
9178,-4912,5,4
9179,136512,5,6
9180,25936,5,4
9181,1152,5,7
9182,181756,6,2
9183,206336,3,9
9184,-39616,4,6
9185,-7176,6,3
9186,-26400,5,5
9187,-37632,5,8
9188,31772,6,2
9189,20320,5,5
9190,-67584,4,11
9191,18192,5,4
9192,-117536,5,5
9193,-40056,6,3
9194,-5584,4,4
9195,-29952,6,8
9196,-239696,6,4
9197,34048,4,8
9198,8160,4,5
9199,-8032,6,5
9200,-61488,5,4
9201,35288,6,3
9202,-59440,5,4
9203,15648,4,5
9204,48544,5,5
9205,-2744,5,3
9206,-112720,5,4
9207,-1928,6,3
9208,12672,5,7
9209,-8860,6,2
9210,18112,5,6
9211,21952,5,6
9212,-39540,6,2
9213,-313632,5,5
9214,-49784,5,3
9215,54000,6,4
9216,-53640,6,3
9217,-8208,5,4
9218,0,5,inf
9219,51704,6,3
9220,-26496,5,7
9221,-52544,5,6
9222,96096,5,5
9223,-17080,5,3
9224,-62912,6,6
9225,158336,5,7
9226,92512,6,5
9227,23824,5,4
9228,125056,5,7
9229,-90520,5,3
9230,-10440,6,3
9231,18544,5,4
9232,-60672,5,8
9233,-43120,5,4
9234,80352,6,5
9235,-47152,6,4
9236,25672,5,3
9237,-61184,6,8
9238,-85328,6,4
9239,21900,6,2
9240,21040,6,4
9241,26784,6,5
9242,-15080,5,3
9243,6208,4,6
9244,-24160,6,5
9245,96928,5,5
9246,-102672,5,4
9247,-136272,5,4
9248,-66816,5,8
9249,-4544,5,6
9250,120832,5,11
9251,30528,4,6
9252,-117536,4,5
9253,-54464,5,6
9254,261584,5,4
9255,-25528,6,3
9256,-64480,5,5
9257,1032,6,3
9258,152704,5,7
9259,31872,5,7
9260,112680,6,3
9261,83392,6,6
9262,43008,4,11
9263,-80768,6,7
9264,22496,6,5
9265,68448,5,5
9266,8432,6,4
9267,26208,5,5
9268,-115488,5,5
9269,-147448,6,3
9270,30576,5,4
9271,-144448,6,6
9272,-37040,6,4
9273,-28312,6,3
9274,124880,5,4
9275,-19704,5,3
9276,-93552,5,4
9277,-12672,5,7
9278,-304,5,4
9279,-32400,5,4
9280,-12736,5,6
9281,-36000,6,5
9282,-10920,6,3
9283,-9624,6,3
9284,-104940,6,2
9285,-43712,5,6
9286,108068,6,2
9287,-40200,5,3
9288,27968,5,6
9289,-49984,6,6
9290,3168,6,5
9291,30480,6,4
9292,142880,5,5
9293,66192,5,4
9294,15664,5,4
9295,-69128,6,3
9296,-7296,5,7
9297,-15120,6,4
9298,-14208,4,7
9299,119712,5,5
9300,-7248,6,4
9301,-16672,5,5
9302,20064,6,5
9303,40256,5,6
9304,2944,5,7
9305,0,5,inf
9306,48032,5,5
9307,53808,6,4
9308,-8184,6,3
9309,16896,4,9
9310,49620,6,2
9311,-57680,6,4
9312,7936,5,8
9313,-126368,5,5
9314,-28152,6,3
9315,-57600,5,8
9316,24424,5,3
9317,-97116,6,2
9318,-12000,5,5
9319,-65896,6,3
9320,15092,6,2
9321,-31552,6,6
9322,-12496,6,4
9323,12840,6,3
9324,-76704,5,5
9325,-5640,6,3
9326,123552,6,5
9327,-48096,5,5
9328,47528,6,3
9329,-49308,6,2
9330,-229424,6,4
9331,22424,6,3
9332,-3360,4,5
9333,43872,6,5
9334,91616,5,5
9335,21600,5,5
9336,-237920,6,5
9337,12696,6,3
9338,-13852,6,2
9339,-158448,5,4
9340,-75648,5,7
9341,23220,6,2
9342,-21540,6,2
9343,37916,6,2
9344,3264,5,6
9345,-58560,4,6
9346,-33600,5,6
9347,73824,5,5
9348,43488,5,5
9349,14020,6,2
9350,-22360,6,3
9351,44000,6,5
9352,10224,5,4
9353,23912,5,3
9354,133920,6,5
9355,-14016,5,6
9356,153392,5,4
9357,-40704,3,8
9358,179428,6,2
9359,78144,5,6
9360,13440,5,7
9361,12288,4,12
9362,-16288,5,5
9363,45504,3,6
9364,56256,4,6
9365,10024,6,3
9366,99008,5,6
9367,296,5,3
9368,118360,5,3
9369,-38800,6,4
9370,99920,5,4
9371,8908,6,2
9372,-11376,5,4
9373,58176,5,6
9374,-1904,5,4
9375,81008,5,4
9376,-17232,6,4
9377,-29232,6,4
9378,10936,6,3
9379,10792,6,3
9380,212856,6,3
9381,-36720,5,4
9382,-70584,6,3
9383,71616,4,6
9384,-103368,5,3
9385,18304,5,7
9386,13624,6,3
9387,-185520,6,4
9388,-1656,5,3
9389,-93424,5,4
9390,63552,5,6
9391,-16464,5,4
9392,-115772,6,2
9393,29056,6,7
9394,-38664,6,3
9395,18432,4,11
9396,83992,5,3
9397,-56368,5,4
9398,-192,6,6
9399,-71800,5,3
9400,39552,4,7
9401,-44392,5,3
9402,-13100,6,2
9403,-48736,5,5
9404,-90224,4,4
9405,-5320,6,3
9406,2064,5,4
9407,-9104,5,4
9408,31424,5,6
9409,10048,5,6
9410,-15296,5,6
9411,27040,4,5
9412,-14496,5,5
9413,-26288,5,4
9414,-183104,5,6
9415,21920,5,5
9416,83280,6,4
9417,-33312,4,5
9418,85824,5,6
9419,63548,6,2
9420,23520,6,5
9421,1536,4,9
9422,153980,6,2
9423,-4456,6,3
9424,-55916,6,2
9425,-13848,6,3
9426,-51136,5,6
